,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__alpha,param_clf__fit_prior,param_clf__force_alpha,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
23,0.0763847827911377,0.0036388330063876393,0.028894662857055664,0.003763580875860991,0.8777777777777778,False,False,"{'clf__alpha': np.float64(0.8777777777777778), 'clf__fit_prior': False, 'clf__force_alpha': False}",0.711155619469087,0.6876975675303579,0.6810293675833922,0.6932941848609456,0.012919993739133146,23
27,0.07341233889261882,0.007207560790562076,0.03124403953552246,1.4037705844764465e-06,1.0333333333333334,False,False,"{'clf__alpha': np.float64(1.0333333333333334), 'clf__fit_prior': False, 'clf__force_alpha': False}",0.7120285307174877,0.6824467569292775,0.678130766319515,0.6908686846554267,0.01506566201141918,25
26,0.070311705271403,0.006332346345958184,0.031247774759928387,3.806409840529139e-06,1.0333333333333334,False,True,"{'clf__alpha': np.float64(1.0333333333333334), 'clf__fit_prior': False, 'clf__force_alpha': True}",0.7120285307174877,0.6824467569292775,0.678130766319515,0.6908686846554267,0.01506566201141918,25
25,0.06804291407267253,0.004585688038609463,0.03659510612487793,0.007318327040421045,1.0333333333333334,True,False,"{'clf__alpha': np.float64(1.0333333333333334), 'clf__fit_prior': True, 'clf__force_alpha': False}",0.7104344044890273,0.6823787343531301,0.676566200520116,0.6897931131207579,0.014787237050969126,27
24,0.07415127754211426,0.0041368346486534225,0.031005144119262695,0.0011320727908017264,1.0333333333333334,True,True,"{'clf__alpha': np.float64(1.0333333333333334), 'clf__fit_prior': True, 'clf__force_alpha': True}",0.7104344044890273,0.6823787343531301,0.676566200520116,0.6897931131207579,0.014787237050969126,27
31,0.06800381342569987,0.007497280784447267,0.03160905838012695,8.352162748780063e-05,1.188888888888889,False,False,"{'clf__alpha': np.float64(1.188888888888889), 'clf__fit_prior': False, 'clf__force_alpha': False}",0.7070250667190736,0.6810381875685169,0.6729767236299279,0.6870133259725061,0.014528113573096012,29
30,0.07296935717264812,0.007274321272393004,0.026495615641276043,0.007410303799255135,1.188888888888889,False,True,"{'clf__alpha': np.float64(1.188888888888889), 'clf__fit_prior': False, 'clf__force_alpha': True}",0.7070250667190736,0.6810381875685169,0.6729767236299279,0.6870133259725061,0.014528113573096012,29
29,0.07120815912882487,0.006502877094184028,0.0303802490234375,0.0018779043683741091,1.188888888888889,True,False,"{'clf__alpha': np.float64(1.188888888888889), 'clf__fit_prior': True, 'clf__force_alpha': False}",0.7069791447440351,0.6808761759347872,0.6728185759612177,0.6868912988800133,0.014580178163658555,31
28,0.07313036918640137,0.007611889444019244,0.03538346290588379,0.004899000693696705,1.188888888888889,True,True,"{'clf__alpha': np.float64(1.188888888888889), 'clf__fit_prior': True, 'clf__force_alpha': True}",0.7069791447440351,0.6808761759347872,0.6728185759612177,0.6868912988800133,0.014580178163658555,31
35,0.07147749265034993,0.00633253970059837,0.03357720375061035,0.0029891512162588062,1.3444444444444446,False,False,"{'clf__alpha': np.float64(1.3444444444444446), 'clf__fit_prior': False, 'clf__force_alpha': False}",0.7050600519428571,0.6810460779704733,0.6727107972781221,0.6862723090638175,0.013713829708770841,33
34,0.07526501019795735,0.005264806384205908,0.029926300048828125,0.0018711515497789083,1.3444444444444446,False,True,"{'clf__alpha': np.float64(1.3444444444444446), 'clf__fit_prior': False, 'clf__force_alpha': True}",0.7050600519428571,0.6810460779704733,0.6727107972781221,0.6862723090638175,0.013713829708770841,33
33,0.07494521141052246,0.00783690440294783,0.024327675501505535,0.003928707387821886,1.3444444444444446,True,False,"{'clf__alpha': np.float64(1.3444444444444446), 'clf__fit_prior': True, 'clf__force_alpha': False}",0.7045330326746081,0.6801276172362956,0.6711180938125775,0.6852595812411604,0.014116003346054486,35
32,0.06801748275756836,0.007451027416818319,0.03147292137145996,0.00023922790808071303,1.3444444444444446,True,True,"{'clf__alpha': np.float64(1.3444444444444446), 'clf__fit_prior': True, 'clf__force_alpha': True}",0.7045330326746081,0.6801276172362956,0.6711180938125775,0.6852595812411604,0.014116003346054486,35
39,0.06301323572794597,0.00017235473870727688,0.0314023494720459,0.00022759373123490124,1.5,False,False,"{'clf__alpha': np.float64(1.5), 'clf__fit_prior': False, 'clf__force_alpha': False}",0.6998049181685039,0.6791008541495414,0.6690401859797298,0.6826486527659249,0.012807740964707194,37
38,0.06944568951924641,0.009969580998867716,0.03060301144917806,0.0029334008219734945,1.5,False,True,"{'clf__alpha': np.float64(1.5), 'clf__fit_prior': False, 'clf__force_alpha': True}",0.6998049181685039,0.6791008541495414,0.6690401859797298,0.6826486527659249,0.012807740964707194,37
37,0.06923969586690266,0.007477389598798829,0.030726194381713867,0.0007259385977073643,1.5,True,False,"{'clf__alpha': np.float64(1.5), 'clf__fit_prior': True, 'clf__force_alpha': False}",0.7015168341582921,0.6782419469636066,0.6681539192690485,0.6826375667969824,0.013970495762293787,39
36,0.06691376368204753,0.008485439983158972,0.03993995984395345,0.004978878537107947,1.5,True,True,"{'clf__alpha': np.float64(1.5), 'clf__fit_prior': True, 'clf__force_alpha': True}",0.7015168341582921,0.6782419469636066,0.6681539192690485,0.6826375667969824,0.013970495762293787,39
