,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__C,param_clf__class_weight,param_clf__max_iter,param_clf__solver,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
42,0.15942835807800293,0.003986241884209994,0.039397637049357094,0.006235852414493181,0.21544346900318823,balanced,100,liblinear,"{'clf__C': np.float64(0.21544346900318823), 'clf__class_weight': 'balanced', 'clf__max_iter': 100, 'clf__solver': 'liblinear'}",0.7640557734882929,0.7830658255625427,0.7667988562624095,0.7713068184377484,0.008389946849141789,73
43,0.3334954579671224,0.01338131259006966,0.030424118041992188,0.0012885178090735919,0.21544346900318823,balanced,100,lbfgs,"{'clf__C': np.float64(0.21544346900318823), 'clf__class_weight': 'balanced', 'clf__max_iter': 100, 'clf__solver': 'lbfgs'}",0.7497263189448763,0.776171754629136,0.7582518284153444,0.7613833006631189,0.011021036126774884,76
45,0.3443804581960042,0.0729427955760383,0.04478637377421061,0.0028281674424791795,0.21544346900318823,balanced,200,lbfgs,"{'clf__C': np.float64(0.21544346900318823), 'clf__class_weight': 'balanced', 'clf__max_iter': 200, 'clf__solver': 'lbfgs'}",0.7497263189448763,0.776171754629136,0.7582518284153444,0.7613833006631189,0.011021036126774884,76
47,0.3222370942433675,0.012994194818895454,0.043033202489217125,0.0033106430069212724,0.21544346900318823,balanced,500,lbfgs,"{'clf__C': np.float64(0.21544346900318823), 'clf__class_weight': 'balanced', 'clf__max_iter': 500, 'clf__solver': 'lbfgs'}",0.7497263189448763,0.776171754629136,0.7582518284153444,0.7613833006631189,0.011021036126774884,76
31,0.11991484959920247,0.00795806267817706,0.03702680269877116,0.005061760500731941,0.007742636826811269,balanced,100,lbfgs,"{'clf__C': np.float64(0.007742636826811269), 'clf__class_weight': 'balanced', 'clf__max_iter': 100, 'clf__solver': 'lbfgs'}",0.7100944088762011,0.7341770949060609,0.7061977092862614,0.7168230710228412,0.012373834642181607,79
33,0.10277128219604492,0.005741674625017818,0.033771514892578125,0.007778654872819872,0.007742636826811269,balanced,200,lbfgs,"{'clf__C': np.float64(0.007742636826811269), 'clf__class_weight': 'balanced', 'clf__max_iter': 200, 'clf__solver': 'lbfgs'}",0.7100944088762011,0.7341770949060609,0.7061977092862614,0.7168230710228412,0.012373834642181607,79
35,0.1152194341023763,0.005913364904314782,0.03694725036621094,0.006316110303068398,0.007742636826811269,balanced,500,lbfgs,"{'clf__C': np.float64(0.007742636826811269), 'clf__class_weight': 'balanced', 'clf__max_iter': 500, 'clf__solver': 'lbfgs'}",0.7100944088762011,0.7341770949060609,0.7061977092862614,0.7168230710228412,0.012373834642181607,79
21,0.0790394941965739,0.0002626486515523319,0.037219603856404625,0.007116549763851691,0.0002782559402207126,balanced,200,lbfgs,"{'clf__C': np.float64(0.0002782559402207126), 'clf__class_weight': 'balanced', 'clf__max_iter': 200, 'clf__solver': 'lbfgs'}",0.7127174566917462,0.7318125970960903,0.7054345297940667,0.7166548611939678,0.011122888542943217,82
9,0.08714405695597331,0.009408145259321139,0.039690494537353516,0.009863683018294859,1e-05,balanced,200,lbfgs,"{'clf__C': np.float64(1e-05), 'clf__class_weight': 'balanced', 'clf__max_iter': 200, 'clf__solver': 'lbfgs'}",0.7127174566917462,0.7318125970960903,0.7054345297940667,0.7166548611939678,0.011122888542943217,82
23,0.07761637369791667,0.0010654845356808636,0.04752484957377116,0.0008760396747762453,0.0002782559402207126,balanced,500,lbfgs,"{'clf__C': np.float64(0.0002782559402207126), 'clf__class_weight': 'balanced', 'clf__max_iter': 500, 'clf__solver': 'lbfgs'}",0.7127174566917462,0.7318125970960903,0.7054345297940667,0.7166548611939678,0.011122888542943217,82
7,0.11689368883768718,0.03364213985510849,0.03101007143656413,0.005667803170944243,1e-05,balanced,100,lbfgs,"{'clf__C': np.float64(1e-05), 'clf__class_weight': 'balanced', 'clf__max_iter': 100, 'clf__solver': 'lbfgs'}",0.7127174566917462,0.7318125970960903,0.7054345297940667,0.7166548611939678,0.011122888542943217,82
11,0.10693152745564778,0.01668543966949754,0.030746857325236004,0.0017871945357591844,1e-05,balanced,500,lbfgs,"{'clf__C': np.float64(1e-05), 'clf__class_weight': 'balanced', 'clf__max_iter': 500, 'clf__solver': 'lbfgs'}",0.7127174566917462,0.7318125970960903,0.7054345297940667,0.7166548611939678,0.011122888542943217,82
19,0.0998072624206543,0.008592953859677753,0.03189873695373535,0.0015899132034702993,0.0002782559402207126,balanced,100,lbfgs,"{'clf__C': np.float64(0.0002782559402207126), 'clf__class_weight': 'balanced', 'clf__max_iter': 100, 'clf__solver': 'lbfgs'}",0.7127174566917462,0.7318125970960903,0.7054345297940667,0.7166548611939678,0.011122888542943217,82
39,0.6575413544972738,0.020048237915365322,0.04181345303853353,0.009806303338322268,0.21544346900318823,,200,lbfgs,"{'clf__C': np.float64(0.21544346900318823), 'clf__class_weight': None, 'clf__max_iter': 200, 'clf__solver': 'lbfgs'}",0.48867486773028845,0.48755742184300177,0.4841756743436544,0.4868026546389815,0.0019127537621243587,88
37,0.667988141377767,0.04973680917158253,0.04572701454162598,0.006960387351438347,0.21544346900318823,,100,lbfgs,"{'clf__C': np.float64(0.21544346900318823), 'clf__class_weight': None, 'clf__max_iter': 100, 'clf__solver': 'lbfgs'}",0.48867486773028845,0.48755742184300177,0.4841756743436544,0.4868026546389815,0.0019127537621243587,88
41,0.6301052570343018,0.010175796962046207,0.03965322176615397,0.00790949119279324,0.21544346900318823,,500,lbfgs,"{'clf__C': np.float64(0.21544346900318823), 'clf__class_weight': None, 'clf__max_iter': 500, 'clf__solver': 'lbfgs'}",0.48867486773028845,0.48755742184300177,0.4841756743436544,0.4868026546389815,0.0019127537621243587,88
38,0.15701166788736978,0.005274987581108594,0.03478399912516276,0.008785244855140843,0.21544346900318823,,200,liblinear,"{'clf__C': np.float64(0.21544346900318823), 'clf__class_weight': None, 'clf__max_iter': 200, 'clf__solver': 'liblinear'}",0.47455409114151276,0.47476711858483606,0.4718501591555967,0.4737237896273152,0.0013277081836297747,91
36,0.15700689951578775,0.0006211023892206864,0.03716198603312174,0.006940913269712623,0.21544346900318823,,100,liblinear,"{'clf__C': np.float64(0.21544346900318823), 'clf__class_weight': None, 'clf__max_iter': 100, 'clf__solver': 'liblinear'}",0.47455409114151276,0.47476711858483606,0.4718501591555967,0.4737237896273152,0.0013277081836297747,91
40,0.14609328905741373,0.006251977296424376,0.04268733660380045,0.008154716836510003,0.21544346900318823,,500,liblinear,"{'clf__C': np.float64(0.21544346900318823), 'clf__class_weight': None, 'clf__max_iter': 500, 'clf__solver': 'liblinear'}",0.47455409114151276,0.47476711858483606,0.4718501591555967,0.4737237896273152,0.0013277081836297747,91
