,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__C,param_clf__class_weight,param_clf__max_iter,param_clf__solver,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
49,3.5653857390085855,2.3768298900304954,0.0685869852701823,0.011641354529661361,5.994842503189409,,100,lbfgs,"{'clf__C': np.float64(5.994842503189409), 'clf__class_weight': None, 'clf__max_iter': 100, 'clf__solver': 'lbfgs'}",0.7265504989023727,0.7062454917375017,0.7001607160660366,0.7109855689019703,0.011282919485697016,40
59,1.9661489327748616,0.0654695536539256,0.06631199518839519,0.005506578150190859,5.994842503189409,balanced,500,lbfgs,"{'clf__C': np.float64(5.994842503189409), 'clf__class_weight': 'balanced', 'clf__max_iter': 500, 'clf__solver': 'lbfgs'}",0.726458788296645,0.7047342287297926,0.7009287245551102,0.7107072471938493,0.011245851111726445,43
57,1.9660449822743733,0.42188670802693856,0.06194345156351725,0.00419219655222115,5.994842503189409,balanced,200,lbfgs,"{'clf__C': np.float64(5.994842503189409), 'clf__class_weight': 'balanced', 'clf__max_iter': 200, 'clf__solver': 'lbfgs'}",0.726458788296645,0.7047342287297926,0.7009287245551102,0.7107072471938493,0.011245851111726445,43
55,1.8232812881469727,0.11048972786939208,0.06976668039957683,0.003187430306072838,5.994842503189409,balanced,100,lbfgs,"{'clf__C': np.float64(5.994842503189409), 'clf__class_weight': 'balanced', 'clf__max_iter': 100, 'clf__solver': 'lbfgs'}",0.726458788296645,0.7047342287297926,0.7009287245551102,0.7107072471938493,0.011245851111726445,43
61,2.0793537298838296,0.4292284139385856,0.07042598724365234,0.001051800687009095,166.81005372000593,,100,lbfgs,"{'clf__C': np.float64(166.81005372000593), 'clf__class_weight': None, 'clf__max_iter': 100, 'clf__solver': 'lbfgs'}",0.7208064503853914,0.706219580809079,0.7017568672320568,0.709594299475509,0.008134830427944436,46
63,4.104538758595784,1.4887494280434717,0.06777445475260417,0.02269038752230301,166.81005372000593,,200,lbfgs,"{'clf__C': np.float64(166.81005372000593), 'clf__class_weight': None, 'clf__max_iter': 200, 'clf__solver': 'lbfgs'}",0.7208064503853914,0.706219580809079,0.7017568672320568,0.709594299475509,0.008134830427944436,46
65,3.1161312262217202,0.654008923664175,0.047170559565226235,0.00285653749054397,166.81005372000593,,500,lbfgs,"{'clf__C': np.float64(166.81005372000593), 'clf__class_weight': None, 'clf__max_iter': 500, 'clf__solver': 'lbfgs'}",0.7208064503853914,0.706219580809079,0.7017568672320568,0.709594299475509,0.008134830427944436,46
79,1.1881895860036213,0.3132840300401637,0.06441219647725423,0.004319454238354932,4641.588833612773,balanced,100,lbfgs,"{'clf__C': np.float64(4641.588833612773), 'clf__class_weight': 'balanced', 'clf__max_iter': 100, 'clf__solver': 'lbfgs'}",0.7031338245298405,0.6883360535482472,0.6870235328094786,0.6928311369625222,0.007304779531455527,49
83,1.6931784947713215,0.13036589646651772,0.049071709314982094,0.001561288579341368,4641.588833612773,balanced,500,lbfgs,"{'clf__C': np.float64(4641.588833612773), 'clf__class_weight': 'balanced', 'clf__max_iter': 500, 'clf__solver': 'lbfgs'}",0.7031338245298405,0.6883360535482472,0.6870235328094786,0.6928311369625222,0.007304779531455527,49
81,1.5277984142303467,0.13347657173891744,0.0769805113474528,0.04331238261065213,4641.588833612773,balanced,200,lbfgs,"{'clf__C': np.float64(4641.588833612773), 'clf__class_weight': 'balanced', 'clf__max_iter': 200, 'clf__solver': 'lbfgs'}",0.7031338245298405,0.6883360535482472,0.6870235328094786,0.6928311369625222,0.007304779531455527,49
73,1.5177971522013347,0.17566378321639942,0.04467614491780599,0.0002555991233178412,4641.588833612773,,100,lbfgs,"{'clf__C': np.float64(4641.588833612773), 'clf__class_weight': None, 'clf__max_iter': 100, 'clf__solver': 'lbfgs'}",0.7069212183841924,0.6832440072971924,0.6845037048336428,0.6915563101716758,0.010876795261936583,52
77,1.4685614903767903,0.21918250279469342,0.049214680989583336,0.003956367763803643,4641.588833612773,,500,lbfgs,"{'clf__C': np.float64(4641.588833612773), 'clf__class_weight': None, 'clf__max_iter': 500, 'clf__solver': 'lbfgs'}",0.7069212183841924,0.6832440072971924,0.6845037048336428,0.6915563101716758,0.010876795261936583,52
